"id","created_at","user_id","product_id","discount","quantity"
1143,2016-11-02 08:10:15,153,73,,3
1169,2016-09-16 11:13:48,154,161,,5
1181,2016-06-27 02:16:49,154,125,2.71,6
1190,2016-09-20 07:18:23,155,132,,6
1191,2016-12-19 01:28:46,155,188,,2
1195,2016-06-01 18:12:52,155,170,,4
1196,2016-08-01 02:36:07,155,140,,5
1212,2016-06-13 09:02:30,155,94,,6
1213,2016-10-05 09:18:59,155,67,,6
1222,2016-10-11 00:23:59,155,9,,7
1235,2016-12-10 23:04:21,158,119,,2
1238,2016-10-14 09:10:10,158,154,,6
1289,2016-12-26 04:54:45,169,168,,2
1320,2016-11-01 12:56:20,173,133,9.16,3
1442,2016-09-10 00:45:38,205,166,,2
1479,2016-11-11 13:12:04,211,146,,2
1536,2016-09-23 06:32:40,221,44,,4
1626,2016-11-29 11:51:58,232,104,,2
1633,2016-08-22 14:28:59,232,66,,8
1680,2016-07-19 14:08:49,235,51,,5
1694,2016-10-03 22:17:23,236,21,8.81,7
1713,2016-12-11 16:08:07,240,55,,1
1788,2016-12-29 06:20:53,251,57,2.75,2
1851,2016-09-02 11:28:00,261,192,,5
1889,2016-11-19 16:54:33,268,9,,3
1960,2016-08-06 15:34:24,274,45,,6
1977,2016-10-24 21:14:37,275,189,,3
1978,2016-09-09 20:30:18,275,138,,4
1995,2016-12-12 11:47:31,276,194,,1
2000,2016-08-17 15:38:02,276,109,,9
2047,2016-12-21 19:59:14,285,99,,2
2111,2016-12-30 20:33:35,296,52,,2
2138,2016-12-04 05:00:22,301,68,,1
2162,2016-12-25 01:58:49,304,27,,1
2164,2016-10-08 04:53:33,304,43,5.13,5
2211,2016-11-16 01:50:52,310,199,,3
2216,2016-05-21 01:25:54,310,125,,3
2305,2016-12-24 03:18:25,322,50,,1
2312,2016-07-19 09:38:12,322,96,,5
2322,2016-06-11 16:55:44,325,33,,5
2355,2016-11-07 11:58:02,328,120,,2
2361,2016-08-09 23:14:45,328,173,,5
2365,2016-09-14 22:01:38,328,92,5.96,4
2368,2016-08-26 14:10:27,328,166,,6
2376,2016-09-13 10:58:52,329,137,,3
2384,2016-08-06 10:50:48,329,82,,8
2449,2016-10-30 01:49:39,338,105,,4
2468,2016-10-25 20:40:28,342,53,,6
2477,2016-11-23 15:50:07,342,120,,3
2508,2016-12-27 06:01:19,347,82,4.71,2
2516,2016-10-26 04:17:09,348,194,,2
2542,2016-12-13 18:49:44,351,178,,1
2548,2016-10-22 06:59:03,351,170,,6
2551,2016-07-19 10:02:28,351,5,,4
2558,2016-11-05 05:16:12,352,80,3.20,3
2627,2016-11-07 15:47:01,361,43,,3
2646,2016-12-14 18:51:18,363,35,,2
2655,2016-12-20 21:04:59,367,164,,1
2679,2016-09-30 18:52:52,375,109,,4
2683,2016-09-12 00:19:46,375,34,,5
2738,2016-12-25 16:32:09,379,175,,2
2797,2016-10-24 14:52:31,394,160,,3
2819,2016-12-04 01:56:25,399,109,,1
2844,2016-12-27 14:01:59,403,117,,1
2845,2016-08-14 09:46:22,403,105,,3
2852,2016-11-14 20:20:24,403,133,,3
2896,2016-06-28 01:32:09,409,92,,5
2924,2016-09-27 11:40:18,412,117,4.90,3
2958,2016-06-12 01:59:46,414,45,,2
3019,2016-11-17 19:13:15,425,156,,3
3044,2016-07-29 18:41:00,436,45,,6
3102,2016-10-26 20:52:59,443,85,,4
3106,2016-10-05 18:59:46,443,12,,4
3121,2016-10-01 20:30:47,446,27,,7
3124,2016-06-17 02:53:36,446,9,,6
3135,2016-10-19 21:53:13,447,6,,6
3138,2016-09-20 17:22:47,448,146,,4
3179,2016-10-18 16:01:43,451,193,,4
3232,2016-12-02 02:15:11,457,46,,2
3246,2016-12-05 11:11:28,459,51,,2
3254,2016-11-26 08:36:32,459,82,5.39,4
3294,2016-08-29 13:17:13,468,175,,7
3303,2016-12-02 07:58:38,470,156,8.09,2
3311,2016-10-15 10:27:33,470,80,,6
3377,2016-12-24 13:44:07,484,105,,1
3430,2016-08-08 15:22:21,490,191,,4
3431,2016-10-03 07:27:18,490,36,,3
3432,2016-07-10 19:32:01,490,4,,3
3466,2016-12-20 15:55:52,493,79,6.61,2
3529,2016-07-18 03:32:44,501,51,,2
3575,2016-12-29 10:41:15,508,62,,2
3626,2016-07-29 18:09:48,512,125,,3
3650,2016-07-05 02:14:50,518,139,,3
3690,2016-12-31 18:31:53,521,80,,3
3709,2016-11-18 17:11:09,523,116,,2
3714,2016-07-05 22:06:47,525,162,,4
3749,2016-08-09 15:33:55,530,173,,4
3785,2016-11-09 12:32:10,533,30,,3
3813,2016-07-22 18:07:16,536,45,,6
3826,2016-11-16 20:05:34,537,95,,2
3828,2016-11-11 06:04:21,537,60,,3
3844,2016-11-17 20:12:04,538,199,,2
3939,2016-11-07 23:22:20,551,162,,3
4012,2016-10-22 19:32:30,558,97,,5
4019,2016-12-23 14:20:30,558,104,,2
4093,2016-10-14 09:04:05,566,173,,35
4101,2016-09-17 23:09:57,567,55,,4
4126,2016-12-15 13:50:36,571,127,,3
4133,2016-12-20 20:29:52,573,68,,3
4142,2016-08-23 18:33:13,574,57,,6
4144,2016-07-05 17:48:56,574,26,2.65,4
4145,2016-08-06 14:39:53,574,187,,6
4147,2016-10-25 18:46:05,574,91,7.15,5
4182,2016-11-14 05:16:26,578,147,,2
4186,2016-11-29 08:56:29,578,74,,2
4193,2016-12-25 09:52:31,578,110,,2
4206,2016-06-22 06:44:26,583,77,,6
4212,2016-07-11 09:53:18,583,91,,5
4215,2016-11-23 02:05:31,583,182,,3
4220,2016-09-04 16:35:47,583,39,,3
4223,2016-09-10 10:25:34,583,88,,6
4278,2016-08-05 11:15:16,597,198,,4
4282,2016-08-15 09:58:46,597,66,6.26,7
4325,2016-12-14 00:26:38,605,33,,3
4405,2016-06-24 17:54:59,613,18,,5
4406,2016-10-12 15:26:37,613,175,,4
4416,2016-11-30 01:11:07,613,68,,3
4417,2016-08-03 20:26:52,613,94,,9
4418,2016-06-29 14:26:11,613,200,,6
4427,2016-10-21 06:23:02,613,38,,4
4428,2016-10-27 09:01:23,613,112,,4
4432,2016-09-28 00:55:40,613,90,,6
4435,2016-12-27 03:01:45,613,77,,2
4463,2016-10-27 23:39:03,620,110,,4
4473,2016-06-07 01:31:33,620,80,,7
4503,2016-12-01 03:14:24,624,139,,2
4535,2016-10-01 02:50:34,630,105,,6
4559,2016-09-04 11:59:54,632,92,,4
4570,2016-09-17 21:41:05,634,69,,6
4596,2016-07-12 02:34:14,641,194,,3
4598,2016-11-09 09:50:32,641,126,,2
4669,2016-11-05 06:47:38,646,51,,3
4715,2016-12-25 09:29:45,652,43,,2
4717,2016-07-01 21:07:43,652,80,,6
4791,2016-12-21 12:28:59,658,19,,2
4812,2016-10-07 04:02:13,658,175,,4
4813,2016-11-23 13:13:24,658,185,,3
4843,2016-11-17 12:43:34,664,163,,2
4861,2016-07-09 18:41:53,665,21,,5
4870,2016-09-07 07:44:25,665,179,,5
4888,2016-12-01 02:54:23,667,112,,1
4891,2016-12-14 22:47:59,667,192,,2
4931,2016-12-22 03:10:30,671,125,,2
4945,2016-07-24 11:12:57,672,92,,4
4953,2016-10-12 13:51:49,673,178,,4
4962,2016-09-13 23:34:36,673,109,,5
4991,2016-06-20 04:41:17,678,74,,53
4997,2016-07-23 17:01:23,678,27,,3
4999,2016-05-18 16:02:59,678,51,,2
5007,2016-05-04 18:29:59,678,129,,4
5009,2016-05-27 22:59:26,678,180,,2
5016,2016-10-01 15:44:30,679,24,,6
5017,2016-08-19 17:57:49,679,137,,8
5019,2016-11-02 17:59:19,679,157,,3
5122,2016-10-20 22:15:18,691,118,3.06,4
5171,2016-10-01 16:41:22,699,66,,4
5216,2016-10-10 22:09:04,704,43,,6
5235,2016-10-28 19:18:17,706,13,4.67,3
5248,2016-10-09 20:07:25,706,13,,6
5316,2016-09-29 08:42:07,713,117,,5
5332,2016-08-23 03:52:53,714,199,,7
5340,2016-09-01 23:04:55,714,194,,4
5346,2016-10-20 19:12:42,715,82,,4
5351,2016-07-29 20:31:56,718,33,6.31,3
5358,2016-12-16 15:31:58,721,163,3.46,1
5359,2016-09-09 15:13:07,723,100,,5
5360,2016-11-08 01:13:38,723,119,,3
5362,2016-12-25 18:24:29,723,190,7.96,2
5418,2016-10-27 03:02:17,736,110,,3
5432,2016-10-14 22:38:49,736,1,,5
5467,2016-07-26 04:59:25,741,105,,6
5512,2016-10-15 16:01:46,754,173,,5
5558,2016-11-13 02:38:00,760,184,,4
5564,2016-07-27 00:02:57,762,139,,6
5585,2016-08-20 05:19:28,767,32,,7
5587,2016-10-15 23:10:32,767,76,,5
5588,2016-12-08 06:24:18,767,194,,2
5636,2016-10-31 03:06:01,773,105,,2
5705,2016-09-18 08:48:39,778,13,,5
5729,2016-10-14 21:20:20,782,45,,7
5733,2016-05-06 00:28:39,783,36,,5
5739,2016-12-10 23:00:36,784,22,,2
5788,2016-11-05 23:38:19,790,43,,3
5851,2016-06-26 01:18:50,794,105,,5
5874,2016-08-22 15:53:38,795,92,,5
5891,2016-12-03 11:24:42,797,96,,1
5892,2016-08-12 18:07:58,798,188,,7
5944,2016-10-10 19:27:43,800,120,,5
5958,2016-10-09 21:21:22,801,117,,5
5986,2016-12-15 06:09:42,803,118,,2
5992,2016-07-01 04:36:23,803,45,,4
6001,2016-09-25 04:39:34,804,51,,4
6008,2016-11-26 23:49:01,804,185,,3
6020,2016-09-28 07:41:51,808,168,7.18,6
6023,2016-10-13 08:22:48,809,43,,4
6057,2016-06-06 19:59:47,816,66,,8
6065,2016-12-16 07:42:44,816,42,,3
6066,2016-08-25 10:31:01,816,63,,7
6076,2016-09-27 12:08:18,817,32,,3
6115,2016-12-22 23:34:58,822,24,,1
6154,2016-11-06 00:37:05,828,118,,1
6164,2016-10-06 00:52:33,829,15,,6
6211,2016-09-18 02:06:43,837,58,,3
6271,2016-11-01 04:52:53,848,175,,4
6297,2016-12-28 18:55:20,854,179,,2
6332,2016-10-03 00:15:28,864,168,,4
6361,2016-12-24 10:10:18,868,166,,2
6375,2016-11-20 18:44:11,870,82,,4
6461,2016-10-10 04:53:37,885,17,,6
6472,2016-09-06 16:24:16,885,166,,6
6482,2016-05-30 11:04:07,886,131,,5
6498,2016-10-04 11:09:53,886,115,,4
6501,2016-11-15 19:03:31,886,116,,2
6502,2016-06-24 01:56:47,886,107,8.72,7
6504,2016-12-21 19:47:22,886,90,,3
6534,2016-11-18 05:46:17,893,45,,3
6613,2016-10-01 21:37:16,905,146,,6
6622,2016-08-13 07:42:36,906,92,,4
6633,2016-11-10 15:26:48,907,146,,3
6649,2016-08-15 01:03:43,908,173,,8
6714,2016-08-26 15:43:24,913,34,,5
6720,2016-12-19 18:05:20,913,47,6.14,2
6733,2016-10-09 08:42:44,915,162,,7
6759,2016-11-28 05:48:48,917,92,,3
6766,2016-11-22 17:03:00,917,139,,3
6770,2016-11-19 11:46:47,917,19,,2
6801,2016-10-21 10:42:19,918,13,,27
6823,2016-10-21 14:48:35,919,106,,7
6833,2016-07-30 03:37:27,919,40,,4
6840,2016-09-29 14:12:17,924,126,,4
6862,2016-12-20 07:43:54,927,166,,1
7008,2016-12-21 18:39:05,942,70,,1
7021,2016-05-23 03:28:13,943,45,,5
7029,2016-07-25 18:49:27,949,57,,6
7063,2016-12-29 14:31:38,960,127,,2
7072,2016-05-29 03:01:02,962,34,,5
7101,2016-12-01 20:52:43,966,19,,2
7121,2016-07-03 07:58:21,968,13,,6
7149,2016-12-15 10:20:26,969,44,,2
7197,2016-07-16 20:08:57,977,128,,6
7210,2016-08-21 14:31:16,977,145,6.94,6
7213,2016-12-08 11:40:13,977,37,,1
7215,2016-10-15 20:31:50,977,193,,6
7216,2016-08-03 07:30:04,977,57,,6
7222,2016-07-10 14:07:02,977,145,,4
7238,2016-10-19 16:51:28,981,179,,4
7279,2016-09-04 12:04:17,992,163,,4
7284,2016-11-12 04:36:35,992,166,,2
7301,2016-10-26 13:07:14,995,166,,5
7344,2016-11-30 01:55:45,1000,133,3.56,3
7354,2016-07-21 18:44:48,1002,105,,6
7374,2016-12-21 02:28:25,1004,147,,1
7388,2016-08-10 06:28:37,1007,38,,7
7393,2016-05-30 10:38:04,1007,17,,4
7401,2016-07-21 13:22:57,1007,158,,3
7467,2016-07-30 13:16:33,1016,51,7.44,5
7495,2016-12-05 17:32:57,1019,194,,1
7508,2016-07-25 15:21:13,1021,166,,4
7509,2016-08-01 07:59:57,1021,16,,5
7510,2016-09-24 19:33:40,1023,46,,4
7517,2016-10-31 22:34:33,1025,109,,4
7533,2016-06-30 20:35:53,1027,12,,7
7584,2016-11-29 03:08:54,1031,68,,2
7588,2016-06-29 18:16:14,1031,194,,4
7607,2016-12-31 19:23:09,1035,120,,3
7619,2016-10-30 02:11:27,1037,129,,4
7620,2016-12-15 23:43:27,1037,131,1.47,1
7631,2016-10-28 09:24:25,1037,165,,4
7655,2016-12-28 03:34:49,1039,138,,3
7673,2016-11-03 00:48:07,1042,199,,3
7729,2016-11-17 15:48:19,1051,13,,2
7738,2016-10-21 07:10:13,1054,199,,4
7742,2016-11-26 19:10:57,1054,34,,4
7745,2016-11-19 08:34:08,1054,73,,4
7748,2016-09-29 23:21:25,1055,20,,4
7749,2016-09-28 12:00:38,1055,153,,4
7758,2016-08-15 11:05:18,1055,125,7.93,5
7773,2016-11-21 03:06:10,1055,130,,3
7803,2016-10-23 10:40:11,1057,120,,4
7832,2016-10-04 03:23:16,1061,199,,6
7844,2016-11-15 19:32:50,1061,156,,4
7886,2016-07-02 15:23:26,1065,34,,3
7925,2016-09-25 12:50:14,1066,168,7.56,4
8007,2016-10-17 15:34:53,1073,135,,6
8072,2016-06-23 22:01:24,1083,194,,5
8085,2016-10-28 07:32:51,1084,71,,6
8088,2016-12-21 17:11:47,1084,39,,2
8089,2016-12-25 02:46:46,1084,29,,2
8090,2016-10-31 18:14:52,1084,10,,6
8121,2016-08-27 19:53:26,1087,13,,6
8148,2016-10-11 08:12:06,1091,156,,6
8243,2016-11-24 15:51:50,1109,13,,36
8270,2016-11-08 14:37:57,1112,144,,4
8279,2016-06-21 07:31:41,1112,79,7.93,6
8308,2016-08-18 21:45:56,1115,21,,6
8320,2016-12-21 01:14:53,1117,79,,2
8332,2016-12-22 16:37:37,1118,176,,2
8364,2016-11-15 13:15:56,1121,168,,3
8468,2016-11-11 19:56:25,1129,147,,4
8490,2016-12-11 13:44:43,1131,185,,2
8496,2016-11-18 02:37:15,1132,173,,2
8579,2016-09-27 05:38:38,1147,116,,5
8607,2016-05-16 07:16:52,1152,34,,4
8616,2016-06-23 20:33:23,1154,157,,5
8626,2016-12-13 00:09:22,1155,92,,2
8673,2016-12-15 22:04:40,1160,110,,1
8681,2016-10-18 05:46:55,1161,56,1.74,6
8685,2016-04-30 18:56:13,1162,34,,2
8713,2016-08-01 23:21:45,1163,125,,5
8721,2016-10-18 19:31:05,1164,43,3.03,4
8728,2016-12-15 05:10:28,1164,125,,2
8739,2016-11-26 10:30:06,1165,133,,4
8804,2016-10-12 22:46:58,1177,51,,6
8838,2016-08-31 18:54:45,1181,189,,6
8847,2016-12-21 16:21:05,1182,187,,2
8850,2016-09-11 17:16:28,1182,4,,6
8869,2016-10-29 23:28:21,1191,21,,6
8937,2016-08-25 23:11:06,1201,161,1.43,3
8965,2016-11-28 04:18:19,1203,25,,3
8971,2016-12-09 05:05:55,1203,112,,2
8992,2016-10-21 08:27:20,1204,182,,7
9004,2016-11-15 18:59:32,1205,112,,3
9062,2016-11-29 04:43:52,1213,161,,2
9071,2016-09-16 20:57:20,1214,168,,5
9083,2016-11-14 20:53:43,1214,30,,2
9165,2016-11-17 09:15:42,1226,30,,3
9234,2016-11-23 08:12:06,1231,51,,3
9288,2016-12-23 19:25:33,1236,171,,2
9293,2016-09-15 03:38:12,1236,162,,4
9307,2016-09-27 14:38:02,1238,151,,4
9325,2016-07-30 14:46:43,1240,51,,5
9348,2016-12-14 13:22:29,1242,9,,2
9357,2016-10-07 07:02:11,1243,109,,7
9363,2016-10-12 04:30:39,1243,156,,5
9376,2016-09-22 19:13:48,1244,163,,6
9377,2016-08-09 00:59:54,1244,55,,7
9407,2016-06-16 08:15:40,1248,33,,5
9442,2016-10-22 09:27:48,1253,142,,5
9456,2016-10-06 09:36:21,1259,126,1.33,3
9485,2016-09-04 10:11:27,1264,194,,5
9531,2016-12-13 16:18:12,1269,146,,1
9550,2016-05-31 12:58:08,1269,13,,4
9572,2016-08-24 06:19:44,1271,182,3.41,7
9586,2016-07-30 04:40:54,1272,194,,5
9595,2016-11-24 20:58:41,1272,110,,3
9609,2016-09-26 13:28:09,1274,80,,5
9635,2016-11-11 14:27:10,1280,176,,4
9641,2016-07-31 17:08:28,1280,8,7.28,5
9646,2016-11-30 07:33:25,1280,123,,3
9689,2016-12-09 12:22:30,1287,120,,2
9799,2016-12-14 06:24:09,1299,140,,2
9802,2016-12-23 13:45:58,1299,19,3.16,2
9876,2016-05-14 09:26:52,1304,36,,5
9910,2016-12-13 18:42:29,1308,175,,2
10005,2016-12-03 22:43:27,1322,79,1.96,2
10069,2016-09-03 20:10:05,1329,168,,5
10104,2016-08-09 07:13:05,1333,111,,6
10132,2016-09-18 05:29:15,1338,100,,4
10184,2016-11-24 13:48:47,1344,73,,3
10219,2016-12-27 14:10:31,1349,68,,2
10278,2016-06-08 12:23:02,1352,125,,5
10304,2016-12-13 11:05:50,1354,5,,2
10329,2016-12-05 22:05:47,1357,179,,2
10358,2016-10-26 13:31:17,1364,132,,4
10367,2016-07-29 06:00:40,1366,109,,2
10372,2016-10-13 18:32:40,1366,78,,3
10382,2016-09-18 15:46:05,1367,161,2.77,6
10393,2016-12-26 13:38:20,1370,192,,1
10406,2016-08-11 16:42:34,1370,173,,82
10476,2016-11-05 07:20:51,1380,15,,3
10480,2016-09-28 20:59:56,1381,65,,4
10482,2016-08-01 23:44:34,1381,173,,8
10506,2016-10-27 20:19:15,1383,30,,6
10534,2016-12-26 00:33:25,1389,164,,1
10552,2016-12-08 12:35:03,1389,197,,2
10559,2016-12-26 08:34:37,1390,46,,2
10608,2016-11-27 05:31:33,1394,117,,4
10714,2016-10-10 12:03:36,1414,182,,4
10716,2016-10-25 00:41:59,1414,16,1.20,6
10718,2016-09-25 14:42:14,1414,127,,5
10799,2016-11-20 04:16:32,1423,73,,3
10814,2016-05-28 07:22:15,1424,169,,4
10900,2016-11-19 16:54:30,1435,65,,2
10958,2016-07-23 12:39:01,1447,11,,4
10966,2016-09-17 17:27:47,1447,191,,4
11021,2016-09-01 07:45:19,1453,49,,4
11059,2016-12-14 05:00:41,1459,183,,1
11073,2016-12-31 16:25:24,1463,176,,2
11108,2016-11-17 05:35:22,1468,160,,3
11117,2016-07-25 05:30:12,1471,51,,3
11132,2016-12-11 07:11:29,1473,150,,2
11145,2016-12-26 09:49:45,1473,79,,1
11175,2016-12-10 17:05:51,1476,55,,2
11215,2016-11-29 07:20:45,1483,185,,4
11236,2016-07-17 16:52:36,1484,139,,4
11243,2016-12-05 06:34:13,1485,44,5.83,2
11302,2016-12-17 10:47:15,1492,126,,2
11342,2016-10-26 03:19:34,1500,24,,3
11345,2016-11-04 23:15:29,1500,183,,3
11356,2016-08-08 01:47:29,1500,132,,8
11373,2016-10-08 14:34:25,1505,104,,5
11383,2016-11-01 17:40:49,1508,119,,2
11392,2016-11-17 19:27:22,1509,118,,1
11448,2016-07-03 18:18:40,1513,33,,5
11504,2016-07-03 12:22:57,1522,40,,46
11507,2016-09-14 20:05:51,1522,154,,46
11509,2016-07-09 03:35:57,1522,95,,3
11545,2016-10-20 18:08:02,1528,140,,6
11641,2016-09-18 16:57:52,1537,34,,4
11669,2016-12-30 02:57:04,1538,133,,2
11709,2016-09-06 14:14:03,1547,125,,5
11758,2016-11-11 01:11:19,1556,33,,2
11772,2016-10-30 06:25:26,1559,139,,6
11788,2016-10-13 07:41:36,1559,161,,5
11800,2016-10-03 14:55:27,1561,34,1.96,5
11802,2016-07-24 22:35:21,1561,173,,4
11812,2016-12-18 23:52:08,1562,5,,2
11868,2016-09-05 16:37:00,1571,92,,5
11894,2016-10-02 23:28:34,1573,11,,6
11898,2016-08-15 08:36:41,1573,36,,5
11900,2016-07-15 17:13:17,1573,80,,5
11926,2016-11-23 04:49:46,1581,192,8.15,3
11978,2016-12-11 19:54:18,1586,191,,2
11981,2016-10-14 08:24:24,1586,15,,6
11985,2016-10-30 00:59:26,1586,16,,8
11991,2016-09-22 15:06:32,1586,189,,5
12019,2016-10-01 01:29:35,1589,13,,5
12048,2016-12-02 12:29:31,1591,53,6.34,2
12054,2016-11-07 10:32:44,1592,5,,2
12098,2016-10-05 09:06:35,1593,179,,5
12128,2016-09-17 00:20:51,1597,166,,6
12151,2016-11-24 16:30:22,1599,34,,3
12188,2016-07-14 02:22:43,1602,139,,2
12293,2016-09-16 14:22:53,1619,46,,2
12357,2016-12-12 19:29:38,1628,73,,2
12391,2016-11-14 19:11:50,1636,101,,2
12425,2016-10-25 09:16:15,1640,87,,6
12546,2016-11-06 23:25:42,1656,45,,2
12562,2016-08-18 23:47:46,1657,45,,8
12630,2016-08-02 13:37:33,1672,98,,4
12640,2016-10-23 06:51:10,1673,22,,6
12641,2016-12-01 02:00:16,1673,112,,22
12643,2016-09-29 20:46:52,1673,22,6.75,42
12654,2016-11-24 04:56:36,1673,117,,2
12729,2016-08-24 06:37:08,1682,51,,6
12749,2016-10-06 02:54:55,1686,9,,5
12762,2016-12-06 03:40:16,1687,51,,1
12801,2016-08-07 12:11:06,1695,87,,8
12803,2016-09-23 11:32:36,1695,95,,4
12807,2016-08-20 19:11:48,1695,176,,9
12914,2016-11-14 21:15:41,1705,15,,4
12918,2016-07-31 11:23:37,1706,105,,6
12977,2016-11-22 15:43:18,1711,194,,4
12981,2016-08-15 04:01:41,1712,103,,10
12993,2016-09-17 14:22:27,1713,36,,5
12994,2016-11-09 20:42:11,1713,105,,3
13062,2016-12-08 13:58:23,1724,179,,1
13074,2016-10-19 08:32:30,1724,105,,5
13113,2016-11-17 17:20:41,1727,185,,3
13206,2016-09-19 15:22:26,1742,36,,5
13253,2016-12-23 07:46:47,1747,118,,2
13331,2016-12-22 21:32:48,1758,179,,2
13395,2016-11-03 14:02:46,1762,176,,3
13400,2016-12-17 18:32:54,1764,108,,2
13463,2016-05-23 09:27:34,1776,34,,5
13468,2016-08-03 03:37:52,1776,92,,5
13482,2016-07-28 17:33:01,1779,34,,5
13493,2016-12-20 23:17:38,1781,127,,2
13533,2016-11-22 19:35:49,1784,28,,4
13554,2016-12-04 14:55:45,1785,179,,2
13571,2016-11-28 04:42:41,1788,92,,3
13580,2016-12-21 23:47:53,1792,188,8.05,2
13581,2016-08-16 01:01:16,1792,38,8.05,7
13614,2016-09-01 13:44:41,1799,16,,5
13617,2016-06-09 04:03:59,1799,22,,8
13620,2016-10-18 01:07:41,1800,115,,5
13622,2016-11-15 18:22:28,1800,20,,4
13654,2016-10-11 03:50:59,1807,35,,4
13659,2016-12-21 13:40:06,1807,94,,2
13696,2016-08-12 20:55:29,1813,199,,4
13778,2016-12-10 04:24:10,1825,118,,2
13817,2016-12-02 08:44:44,1828,156,,2
13895,2016-10-13 13:13:08,1839,129,,5
13926,2016-08-23 16:26:53,1843,109,2.72,8
13981,2016-11-11 22:18:47,1850,133,,2
13989,2016-06-21 21:24:59,1852,117,,3
13993,2016-07-29 23:59:37,1852,40,,3
13994,2016-11-13 23:20:50,1852,90,,2
13998,2016-05-28 07:34:23,1852,43,,3
14014,2016-12-22 17:28:45,1855,138,,2
14047,2016-11-16 08:40:30,1858,176,,3
14050,2016-10-24 20:28:20,1858,117,,6
14085,2016-11-04 15:19:54,1867,99,,3
14169,2016-12-17 00:35:57,1881,92,,2
14172,2016-09-05 12:55:36,1881,105,,6
14175,2016-08-19 22:29:13,1881,51,,8
14202,2016-12-22 21:07:05,1882,125,,2
14246,2016-12-08 10:59:08,1891,36,,2
14247,2016-07-10 02:01:42,1891,2,,5
14267,2016-11-27 13:05:20,1897,142,,3
14384,2016-10-25 17:14:29,1909,8,,3
14401,2016-09-28 23:17:47,1911,146,,5
14407,2016-11-30 17:16:39,1912,153,,2
14416,2016-08-04 23:09:34,1913,117,,7
14445,2016-11-24 16:00:18,1915,146,,2
14449,2016-12-08 12:15:19,1915,71,,1
14452,2016-11-22 20:51:34,1915,9,,4
14458,2016-12-11 06:08:10,1921,13,,2
14476,2016-11-18 18:25:48,1926,30,,2
14482,2016-09-16 10:53:28,1926,55,,5
14504,2016-11-26 23:11:12,1930,179,,2
14528,2016-11-26 10:44:57,1932,79,2.78,2
14558,2016-09-13 23:48:26,1943,117,,6
14598,2016-09-12 09:09:42,1947,51,,6
14648,2016-10-02 03:05:06,1957,34,,5
14696,2016-08-02 02:19:43,1964,43,8.41,7
14710,2016-08-10 22:29:40,1965,139,,9
14738,2016-11-04 15:26:33,1968,121,,3
14749,2016-08-01 02:22:50,1968,198,,8
14877,2016-10-14 02:34:48,1985,120,,5
14900,2016-08-24 21:54:45,1989,43,,7
14917,2016-05-14 08:54:58,1992,45,,4
14938,2016-12-14 04:19:51,1996,120,,1
14948,2016-10-09 22:03:40,1997,34,0.07,2
14972,2016-10-20 07:39:06,2002,129,4.57,3
14977,2016-07-10 03:34:12,2004,100,,3
15019,2016-11-07 00:55:27,2016,33,,1
15023,2016-09-12 18:30:50,2016,159,,3
15111,2016-10-12 09:16:40,2031,37,,4
15122,2016-08-01 13:11:15,2034,169,,7
